Price,Sales_Rank,Title,Number_of_Reviews,Ratings,Author,Publication Date,Genre
14.35,79,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,0.067319812,4.8,Gregg Jarrett,2018,Non Fiction
4.99,80,How to Draw 101 Animals (1),0.352397731,4.7,Dan Green,2018,Non Fiction
9,81,The Sun and Her Flowers,0.242179443,4.8,Rupi Kaur,2018,Non Fiction
8.32,82,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,0.401927925,4.5,Marie Kondō,2018,Non Fiction
8.94,83,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",0.225535694,4.4,Jen Fisch,2018,Non Fiction
7,84,Where Do Diggers Sleep at Night? (Where Do...Series),0.196301707,4.8,Brianna Caplan Sayres,2018,Fiction
17.99,85,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,0.130872579,4.7,Stephen R. Covey,2018,Non Fiction
15.74,86,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits",0.067219549,4.7,Reese Witherspoon,2018,Non Fiction
18.5,87,Man's Search for Meaning (OLD EDITION/OUT OF PRINT),0.762805088,4.7,Viktor E. Frankl,2018,Non Fiction
14.4,88,The Great Alone: A Novel,0.639394981,4.7,Kristin Hannah,2018,Fiction
11.88,89,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,0.349160651,4.7,Dave Ramsey,2018,Non Fiction
14.42,90,Cravings: Hungry for More: A Cookbook,0.095937894,4.8,Chrissy Teigen,2018,Non Fiction
14.35,91,The Handmaid's Tale,0.868439899,4.4,Margaret Atwood,2018,Fiction
6.92,92,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,0.424315343,4.7,Brené Brown,2018,Non Fiction
6.79,93,The Great Gatsby: The Only Authorized Edition,0.266500516,4.5,F. Scott Fitzgerald,2018,Fiction
11.4,94,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",0.800360949,4.8,Bessel van der Kolk M.D.,2018,Non Fiction
10.99,95,"Gmorning, Gnight!: Little Pep Talks for Me & You",0.067878423,4.8,Lin-Manuel Miranda,2018,Non Fiction
8.99,96,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,0.240661166,4.7,Robert T. Kiyosaki,2018,Non Fiction
11.58,97,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,0.427509453,4.7,Admiral William H. McRaven,2018,Non Fiction
12.15,98,Harry Potter Paperback Box Set (Books 1-7),0.240661166,4.9,J. K. Rowling,2018,Fiction
12.15,99,Xanathar's Guide to Everything (Dungeons & Dragons),0.286266758,4.9,Dungeons & Dragons,2018,Fiction
12.39,1,Where the Crawdads Sing,0.240661166,4.8,Delia Owens,2019,Fiction
16.5,2,Becoming,0.240661166,4.8,Michelle Obama,2019,Non Fiction
13,3,Educated: A Memoir,0.993411252,4.7,Tara Westover,2019,Non Fiction
6.43,4,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),0.33787384,4.9,Dav Pilkey,2019,Fiction
11.51,5,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",0.390855964,4.6,Rachel Hollis,2019,Non Fiction
7.76,6,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),0.400137504,4.9,Dav Pilkey,2019,Fiction
8.96,7,Wrecking Ball (Diary of a Wimpy Kid Book 14),0.266128108,4.9,Jeff Kinney,2019,Fiction
8.55,8,The Wonderful Things You Will Be,0.359487796,4.9,Emily Winfield Martin,2019,Fiction
5.99,9,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",0.95674344,4.8,School Zone,2019,Non Fiction
7.57,10,The 5 Love Languages: The Secret to Love that Lasts,1,4.8,Gary Chapman,2019,Non Fiction
9.98,11,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",0.203463389,4.6,Rachel Hollis,2019,Non Fiction
5.28,12,The Wonky Donkey,0.240661166,4.8,Craig Smith,2019,Fiction
14.35,13,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,0.240661166,4.6,Mark Manson,2019,Non Fiction
5.99,14,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),0.412369657,4.6,M Prefontaine,2019,Non Fiction
16.65,15,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",0.294631603,4.8,Samin Nosrat,2019,Non Fiction
4.93,16,The Very Hungry Caterpillar,0.772860089,4.9,Eric Carle,2019,Fiction
11.89,17,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",0.316818494,4.8,Adir Levy,2019,Fiction
23.55,18,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,0.247035064,4.8,Lysa TerKeurst,2019,Non Fiction
6.99,19,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",0.458934915,4.8,Hopscotch Girls,2019,Non Fiction
7.74,20,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),0.240661166,4.7,Don Miguel Ruiz,2019,Non Fiction
12.99,21,Unfreedom of the Press,0.131961155,4.9,Mark R. Levin,2019,Non Fiction
9.99,22,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),0.263635843,4.9,Dav Pilkey,2019,Fiction
6.9,23,Giraffes Can't Dance,0.406740575,4.8,Giles Andreae,2019,Fiction
4.14,24,If Animals Kissed Good Night,0.995301937,4.8,Ann Whitford Paul,2019,Fiction
8.48,25,"Oh, the Places You'll Go!",0.613011344,4.9,Dr. Seuss,2019,Fiction
17.51,26,Howard Stern Comes Again,0.113297811,4.5,Howard Stern,2019,Non Fiction
5.9,27,Guts: A Graphic Novel,0.199567434,4.8,Raina Telgemeier,2019,Non Fiction
8.32,28,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,0.401927925,4.5,Marie Kondō,2019,Non Fiction
21.52,29,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (Illustrated edition) (4)",0.355677782,4.9,J. K. Rowling,2019,Fiction
8.72,30,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),0.254798327,4.8,Amy Shields,2019,Non Fiction
8.7,31,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,0.18971296,4.4,Jennifer Smith,2019,Non Fiction
11.4,32,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",0.800360949,4.8,Bessel van der Kolk M.D.,2019,Non Fiction
6.99,33,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,0.397487682,4.6,Pretty Simple Press,2019,Non Fiction
5.36,34,Goodnight Moon,0.354718116,4.9,Margaret Wise Brown,2019,Fiction
6.98,35,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,0.410665177,4.3,Amy Ramos,2019,Non Fiction
4.99,36,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),0.286624842,4.8,Silly Bear,2019,Non Fiction
9.25,37,Strange Planet (Strange Planet Series),0.233341927,4.9,Nathan W. Pyle,2019,Fiction
22.95,38,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),0.654047783,4.9,Dungeons & Dragons,2019,Fiction
12.99,39,The Silent Patient,0.240661166,4.5,Alex Michaelides,2019,Fiction
11.97,40,"5,000 Awesome Facts (About Everything!)",0.272688209,4.8,National Kids,2019,Non Fiction
7.19,41,To Kill a Mockingbird,0.985332875,4.8,Harper Lee,2019,Fiction
8.45,42,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,0.506531454,4.7,Jen Sincero,2019,Non Fiction
12.98,43,"National Geographic Kids Why?: Over 1,111 Answers to Everything",0.184370345,4.8,Crispin Boyer,2019,Non Fiction
20.35,44,Can't Hurt Me: Master Your Mind and Defy the Odds,0.869915206,4.8,David Goggins,2019,Non Fiction
13.73,45,The Guardians: A Novel,0.512676177,4.5,John Grisham,2019,Fiction
5.72,46,P is for Potty! (Sesame Street) (Lift-the-Flap),0.404749628,4.7,Naomi Kleinberg,2019,Non Fiction
11.88,47,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,0.349160651,4.7,Dave Ramsey,2019,Non Fiction
4.55,48,"Brown Bear, Brown Bear, What Do You See?",0.675260685,4.9,Bill Martin Jr.,2019,Fiction
9.99,49,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),0.437908216,4.7,Dinah Bucholz,2019,Fiction
9.63,50,The Mueller Report,0.057809098,4.5,The Washington Post,2019,Non Fiction
13.49,51,Zen as F*ck (Zen as F*ck Journals),0.34106795,4.7,Monica Sweeney,2019,Non Fiction
8.99,52,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,0.240661166,4.7,Robert T. Kiyosaki,2019,Non Fiction
14.67,53,The Institute: A Novel,0.478615217,4.7,Stephen King,2019,Fiction
14.99,54,The Testaments: The Sequel to The Handmaid's Tale,0.435645124,4.6,Margaret Atwood,2019,Fiction
17.07,55,Super Deluxe Essential Handbook (PokÃ©mon): The Need-to-Know Stats and Facts on Over 800 Characters,0.299873954,4.8,Scholastic,2019,Non Fiction
6.99,56,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,0.290950498,4.5,Paper Peony Press,2019,Non Fiction
2.99,57,"Carson Dellosa First Words Flash Cards, High Frequency Vocabulary Words and Picture for Preschool and Kindergarten, Sight Word Game for Toddlers Ages 4+ (54 Cards) Cards",0.70691532,4.8,Brighter Child,2019,Non Fiction
11.98,58,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,0.240661166,4.8,James Clear,2019,Non Fiction
11.58,59,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,0.427509453,4.7,Admiral William H. McRaven,2019,Non Fiction
6.92,60,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,0.424315343,4.7,Brené Brown,2019,Non Fiction
15.5,61,Sapiens: A Brief History of Humankind,0.424659104,4.6,Yuval Harari,2019,Non Fiction
12.7,62,What to Expect When You're Expecting,0.420233184,4.8,Heidi Murkoff,2019,Non Fiction
13.99,63,Where the Crawdads Sing,0.240661166,4.8,Delia Owens,2019,Fiction
9.87,64,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",0.165721325,4.8,Brené Brown,2019,Non Fiction
13.29,65,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",0.240661166,4.7,Paulo Coelho,2019,Fiction
24.29,66,"Publication Manual of the American Psychological Association, 6th Edition",0.180818151,4.5,American Psychological Association,2019,Non Fiction
4.98,67,The Pout-Pout Fish,0.336971468,4.9,Deborah Diesen,2019,Fiction
13.38,68,Talking to Strangers: What We Should Know about the People We Don't Know,0.220737367,4.5,Malcolm Gladwell,2019,Non Fiction
5,69,Dear Zoo: A Lift-the-Flap Book,0.377363355,4.8,Rod Campbell,2019,Fiction
14.29,70,The Overstory: A Novel,0.23458806,4.4,Richard Powers,2019,Fiction
8.29,71,Fahrenheit 451,0.49995703,4.6,Ray Bradbury,2019,Fiction
18.29,72,StrengthsFinder 2.0,0.100721898,4.7,Gallup,2019,Non Fiction
18.14,73,12 Rules for Life: An Antidote to Chaos,0.831098889,4.8,Jordan B. Peterson,2019,Non Fiction
8.31,74,Eleanor Oliphant Is Completely Fine: A Novel,0.857611436,4.5,Gail Honeyman,2019,Fiction
14.71,75,Me: Elton John Official Autobiography,0.303039418,4.8,Elton John,2019,Non Fiction
11.99,76,The Road Back to You: An Enneagram Journey to Self-Discovery,0.14960754,4.7,Ian Morgan Cron,2019,Non Fiction
9.57,77,The Tattooist of Auschwitz: A Novel,0.798441618,4.7,Heather Morris,2019,Fiction
10.99,78,People of Walmart Adult Coloring Book: Rolling Back Dignity,0.150309385,4.7,Andrew Kipple,2019,Non Fiction
6.79,79,The Great Gatsby: The Only Authorized Edition,0.266500516,4.5,F. Scott Fitzgerald,2019,Fiction
13,80,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,0.274306749,4.8,America's Test Kitchen Kids,2019,Non Fiction
8.6,81,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",0.120602727,4.8,Rachel Maddow,2019,Non Fiction
4.98,82,Love You Forever,0.7607282,4.9,Robert Munsch,2019,Fiction
8.94,83,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",0.225535694,4.4,Jen Fisch,2019,Non Fiction
8.14,84,The Giving Tree,0.392832589,4.9,Shel Silverstein,2019,Fiction
8.95,85,Dragons Love Tacos,0.224919789,4.8,Adam Rubin,2019,Fiction
10.5,86,How to Win Friends & Influence People,0.240661166,4.7,Dale Carnegie,2019,Non Fiction
16.59,87,Magnolia Table,0.462300905,4.8,Joanna Gaines,2019,Non Fiction
16.95,88,The Obesity Code - Unlocking the Secrets of Weight Loss (Book 1),0.364930675,4.6,Dr. Jason Fung,2019,Non Fiction
11,89,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",0.276627134,4.8,Mary Pope Osborne,2019,Fiction
8.09,90,Then She Was Gone: A Novel,0.715151255,4.5,Lisa Jewell,2019,Fiction
13.98,91,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,0.108828922,4.4,David McCullough,2019,Non Fiction
11.66,92,Wacky Waving Inflatable Tube Guy (RP Minis),0.551993812,4.7,Conor Riordan,2019,Fiction
21.99,93,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",0.156583018,4.7,Anthony William,2019,Non Fiction
9.48,94,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",0.350836484,4.8,Valorie Schaefer,2019,Non Fiction
5.98,95,There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library),0.353471983,4.8,Tish Rabe,2019,Non Fiction
4.99,96,How to Draw 101 Animals (1),0.352397731,4.7,Dan Green,2019,Non Fiction
13.75711733,50.24630925,,0.369223566,4.650893551,,2019,Non Fiction
15.9,98,Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,0.135126619,4.6,Suzanne Ryan,2019,Non Fiction
9.49,99,The Outsiders,0.437349605,4.8,S. E. Hinton,2019,Fiction
6.99,100,The Try Not to Laugh Challenge - Would Your Rather? - EWW Edition,0.239343417,4.6,Crazy Corey,2019,Non Fiction
16.53,1,A Promised Land,0.240661166,4.9,Barack Obama,2020,Non Fiction
12.93,2,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,0.240661166,4.6,Mary L. Trump Ph.D.,2020,Non Fiction
12.39,3,Where the Crawdads Sing,0.240661166,4.8,Delia Owens,2020,Fiction
4.07,4,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",0.240661166,4.8,Crystal Radke,2020,Non Fiction
19.99,5,Midnight Sun,0.240661166,4.8,Stephenie Meyer,2020,Fiction
14.89,6,Untamed,0.768276613,4.6,Glennon Doyle,2020,Non Fiction
4.14,7,If Animals Kissed Good Night,0.995301937,4.8,Ann Whitford Paul,2020,Fiction
8.15,8,White Fragility: Why It's So Hard for White People to Talk About Racism,0.571072534,4.5,Dr. Robin DiAngelo,2020,Non Fiction
5.99,9,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",0.95674344,4.8,School Zone,2020,Non Fiction
14.75,10,The Room Where It Happened: A White House Memoir,0.709335969,4.3,John Bolton,2020,Non Fiction
13.99,11,The Ballad of Songbirds and Snakes (A Hunger Games Novel),0.7254784,4.7,Suzanne Collins,2020,Fiction
6.48,12,Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),0.627807379,4.9,Dav Pilkey,2020,Fiction
4.93,13,The Very Hungry Caterpillar,0.772860089,4.9,Eric Carle,2020,Fiction
16.5,14,Becoming,0.240661166,4.8,Michelle Obama,2020,Non Fiction
13.51,15,How to Be an Antiracist,0.362137619,4.7,Ibram X. Kendi,2020,Non Fiction
7.74,16,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),0.240661166,4.7,Don Miguel Ruiz,2020,Non Fiction
11.07,17,Rage,0.492351323,4.6,Bob Woodward,2020,Non Fiction
14.34,18,Caste (Oprah's Book Club): The Origins of Our Discontents,0.58629827,4.8,Isabel Wilkerson,2020,Non Fiction
15.35,19,Greenlights,0.85009167,4.7,Matthew McConaughey,2020,Non Fiction
6.99,20,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",0.458934915,4.8,Hopscotch Girls,2020,Non Fiction
12.77,21,American Dirt (Oprah's Book Club): A Novel,0.240661166,4.6,Jeanine Cummins,2020,Fiction
10.35,22,"The Boy, the Mole, the Fox and the Horse",0.240661166,4.8,Charlie Mackesy,2020,Fiction
9.99,23,Little Fires Everywhere: A Novel,0.814268935,4.5,Celeste Ng,2020,Fiction
7.38,24,The Deep End (Diary of a Wimpy Kid Book 15),0.631502807,4.9,Jeff Kinney,2020,Fiction
11.98,25,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,0.240661166,4.8,James Clear,2020,Non Fiction
4.31,26,I Love You to the Moon and Back,0.85975994,4.9,Amelia Hepworth,2020,Non Fiction
5.23,27,How to Catch a Mermaid,0.426635728,4.8,Adam Wallace,2020,Fiction
14.9,28,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",0.425590123,4.7,Erik Larson,2020,Non Fiction
5.22,29,How to Catch a Unicorn,0.459063825,4.8,Adam Wallace,2020,Fiction
6.9,30,Giraffes Can't Dance,0.406740575,4.8,Giles Andreae,2020,Fiction
4.55,31,"Brown Bear, Brown Bear, What Do You See?",0.67924258,4.9,Bill Martin Jr.,2020,Fiction
7.57,32,The 5 Love Languages: The Secret to Love that Lasts,1,4.8,Gary Chapman,2020,Non Fiction
17,33,"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",0.377836026,4.9,Joanna Gaines,2020,Non Fiction
12.32,34,The Vanishing Half: A Novel,0.240661166,4.4,Brit Bennett,2020,Fiction
18.78,35,Modern Comfort Food: A Barefoot Contessa Cookbook,0.241305718,4.8,Ina Garten,2020,Non Fiction
9.95,36,"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",0.606737711,4.8,Shannon Roberts,2020,Non Fiction
5.28,37,The Wonky Donkey,0.240661166,4.8,Craig Smith,2020,Fiction
11.4,38,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",0.800360949,4.8,Bessel van der Kolk M.D.,2020,Non Fiction
7.2,39,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,0.30709293,4.8,Workman Publishing,2020,Non Fiction
8.95,40,Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,0.271012375,4.8,Workman Publishing,2020,Non Fiction
11.89,41,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",0.316818494,4.8,Adir Levy,2020,Fiction
11.66,42,Wacky Waving Inflatable Tube Guy (RP Minis),0.67924258,4.7,Conor Riordan,2020,Fiction
12.99,43,The Silent Patient,0.240661166,4.5,Alex Michaelides,2020,Fiction
5.99,44,The Big Book of Silly Jokes for Kids,0.293944082,4.7,Carole P. Roman,2020,Non Fiction
4.59,45,Chicka Chicka Boom Boom (Board Book),0.483284634,4.9,Bill Martin Jr.,2020,Non Fiction
13.45,46,Live Free Or Die: America (and the World) on the Brink,0.349633322,4.8,Sean Hannity,2020,Non Fiction
6.99,47,Burn After Writing,0.240661166,4.6,Sharon Jones,2020,Non Fiction
14.34,48,Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,0.304643635,4.7,Jennie Allen,2020,Non Fiction
7.19,49,Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,0.293371147,4.7,"Ph.D., Katie Stokes, M.Ed.,",2020,Non Fiction
13,50,Educated: A Memoir,0.993411252,4.7,Tara Westover,2020,Non Fiction
8.09,51,Then She Was Gone: A Novel,0.715151255,4.5,Lisa Jewell,2020,Fiction
5.99,52,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),0.412369657,4.6,M Prefontaine,2020,Non Fiction
7.48,53,1984,0.240661166,4.7,George Orwell,2020,Fiction
17.5,54,Humans,0.274836714,4.9,Brandon Stanton,2020,Fiction
5.36,55,Goodnight Moon,0.354718116,4.9,Margaret Wise Brown,2020,Fiction
10.38,56,I've Loved You Since Forever,0.29798327,4.8,Hoda Kotb,2020,Non Fiction
7.87,57,Just Mercy: A Story of Justice and Redemption,0.326715939,4.8,Bryan Stevenson,2020,Non Fiction
8.99,58,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,0.240661166,4.7,Robert T. Kiyosaki,2020,Non Fiction
13,59,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,0.275466942,4.8,America's Test Kitchen Kids,2020,Non Fiction
24,60,Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association,0.408631259,4.8,American Psychological Association,2020,Non Fiction
13.29,61,First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,0.390770024,4.7,Deborah Schecter,2020,Non Fiction
16,62,The Mamba Mentality: How I Play,0.33808869,4.9,Kobe Bryant,2020,Non Fiction
2.67,63,"School Zone - Multiplication 0-12 Flash Cards - Ages 8+, 3rd Grade, 4th Grade, Elementary Math, Multiplication Facts, Common Core, and More",0.37189183,4.7,School Zone,2020,Non Fiction
5.98,64,There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library),0.353471983,4.8,Tish Rabe,2020,Non Fiction
14.5,65,Disloyal: A Memoir: The True Story of the Former Personal Attorney to President Donald J. Trump,0.458419274,4.6,Michael Cohen,2020,Non Fiction
4.22,66,"My First Toddler Coloring Book: Fun with Numbers, Letters, Shapes, Colors, and Animals! (Kids coloring activity books)",0.272444712,4.8,Tanya Emelyanova,2020,Non Fiction
13.29,67,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",0.240661166,4.7,Paulo Coelho,2020,Fiction
7.19,68,To Kill a Mockingbird,0.985332875,4.8,Harper Lee,2020,Fiction
18.8,69,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians),0.518878194,4.9,Rick Riordan,2020,Fiction
16.59,70,Magnolia Table,0.462300905,4.8,Joanna Gaines,2020,Non Fiction
4.99,71,Llama Llama Loves Camping,0.25770597,4.7,Anna Dewdney,2020,Non Fiction
11.48,72,So You Want to Talk About Race,0.175647416,4.7,Ijeoma Oluo,2020,Non Fiction
15.15,73,Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,0.30871147,4.9,Candace Owens,2020,Non Fiction
4.99,74,How to Draw 101 Animals (1),0.352397731,4.7,Dan Green,2020,Non Fiction
8.99,75,Awesome Science Experiments for Kids: 100+ Fun STEM / STEAM Projects and Why They Work (Awesome STEAM Activities for Kids),0.209321645,4.7,Crystal Chatterton,2020,Non Fiction
9.99,76,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),0.437908216,4.7,Dinah Bucholz,2020,Fiction
13,77,A Time for Mercy (Jake Brigance),0.240661166,4.6,John Grisham,2020,Fiction
8.48,78,"Oh, the Places You'll Go!",0.613011344,4.9,Dr. Seuss,2020,Fiction
6.99,79,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,0.398132233,4.6,Pretty Simple Press,2020,Non Fiction
7.76,80,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),0.400137504,4.9,Dav Pilkey,2020,Fiction
4.98,81,The Pout-Pout Fish,0.336971468,4.9,Deborah Diesen,2020,Fiction
5,82,Where's Spot?,0.443150567,4.9,Eric Hill,2020,Fiction
16.65,83,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",0.294631603,4.8,Samin Nosrat,2020,Non Fiction
11.99,84,Man's Search for Meaning,0.762805088,4.7,Viktor E. Frankl,2020,Non Fiction
13.18,85,Ready Player Two: A Novel,0.558439326,4.3,Ernest Cline,2020,Fiction
6.99,86,"Preschool Math Workbook for Toddlers Ages 2-4: Beginner Math Preschool Learning Book with Number Tracing and Matching Activities for 2, 3 and 4 year olds and kindergarten prep",0.240131202,4.7,Modern Kid Press,2020,Non Fiction
10.14,87,Stamped from the Beginning: The Definitive History of Racist Ideas in America (National Book Award Winner),0.166910164,4.8,Ibram X. Kendi,2020,Non Fiction
8.99,88,Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals),0.411367022,4.7,Monica Sweeney,2020,Non Fiction
14.29,89,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,0.561748023,4.7,Benjamin Graham,2020,Non Fiction
8.55,90,The Wonderful Things You Will Be,0.359487796,4.9,Emily Winfield Martin,2020,Fiction
2.99,91,"Carson Dellosa First Words Flash Cards, High Frequency Vocabulary Words and Picture for Preschool and Kindergarten, Sight Word Game for Toddlers Ages 4+ (54 Cards) Cards",0.708648447,4.8,Brighter Child,2020,Fiction
14.35,92,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,0.240661166,4.6,Mark Manson,2020,Non Fiction
4.98,93,Love You Forever,0.7607282,4.9,Robert Munsch,2020,Fiction
11,94,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",0.276627134,4.8,Mary Pope Osborne,2020,Fiction
13.49,95,Zen as F*ck (Zen as F*ck Journals),0.34106795,4.7,Monica Sweeney,2020,Non Fiction
12.92,96,"Relationship Goals: How to Win at Dating, Marriage, and Sex",0.304529048,4.8,Michael Todd,2020,Non Fiction
13.69,97,The Happy in a Hurry Cookbook: 100-Plus Fast and Easy New Recipes That Taste Like Home (The Happy Cookbook Series),0.227984989,4.6,Steve Doocy,2020,Non Fiction
6.99,98,"Learn to Read: A Magical Sight Words and Phonics Activity Workbook for Beginning Readers Ages 5-7: Reading Made Easy | Preschool, Kindergarten and 1st Grade",0.211398533,4.7,Modern Kid Press,2020,Non Fiction
5.72,99,P is for Potty! (Sesame Street) (Lift-the-Flap),0.211928498,4.7,Naomi Kleinberg,2020,Non Fiction
22.95,100,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),0.406439785,4.9,Dungeons & Dragons,2020,Fiction
11.98,1,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,0.240661166,4.8,James Clear,2021,Non Fiction
12.52,2,American Marxism,0.495258966,4.8,Mark R. Levin,2021,Non Fiction
